Doc_ID,Sentence_Rank,finbert_pos,finbert_neu,finbert_neg
152,73,0.04052285477519035,0.8422310948371887,0.11724604666233063
152,74,0.048467740416526794,0.6535667777061462,0.29796549677848816
152,98,0.07465241104364395,0.8725669980049133,0.05278060585260391
152,168,0.044145919382572174,0.9121144413948059,0.043739598244428635
152,173,0.037673477083444595,0.9101352095603943,0.05219132453203201
152,181,0.06330551207065582,0.882490336894989,0.054204173386096954
152,187,0.09735321998596191,0.882255494594574,0.020391246303915977
158,37,0.02161026932299137,0.9386823177337646,0.039707332849502563
158,51,0.05323616787791252,0.8996947407722473,0.047069136053323746
158,89,0.02161026932299137,0.9386823177337646,0.039707332849502563
158,92,0.020848192274570465,0.9333065748214722,0.045845210552215576
158,126,0.021271182224154472,0.9443101286888123,0.03441867604851723
161,40,0.02063733898103237,0.9323289394378662,0.047033701092004776
161,66,0.02057759277522564,0.9335271716117859,0.04589526727795601
161,70,0.020324598997831345,0.9321458339691162,0.047529563307762146
161,72,0.050449106842279434,0.559033215045929,0.39051762223243713
161,80,0.02063733898103237,0.9323289394378662,0.047033701092004776
161,123,0.02515469118952751,0.9389649629592896,0.03588026762008667
161,125,0.02063733898103237,0.9323289394378662,0.047033701092004776
161,142,0.04865821823477745,0.9255925416946411,0.025749312713742256
161,166,0.020006339997053146,0.9223102331161499,0.05768337845802307
161,205,0.036163028329610825,0.5853755474090576,0.37846142053604126
171,112,0.3694000542163849,0.5403767824172974,0.09022316336631775
171,194,0.026265982538461685,0.9194758534431458,0.05425819382071495
171,223,0.034026868641376495,0.9352343678474426,0.030738744884729385
175,23,0.04273230955004692,0.9163936376571655,0.04087400808930397
175,49,0.12432275712490082,0.7612516283988953,0.11442559212446213
175,74,0.0766318291425705,0.9083006381988525,0.01506752334535122
177,17,0.22930194437503815,0.7506082057952881,0.020089853554964066
177,56,0.1185711920261383,0.8671367168426514,0.014292072504758835
177,107,0.050980329513549805,0.5886647701263428,0.36035487055778503
178,91,0.047191228717565536,0.9238147139549255,0.028994087129831314
178,130,0.03328930586576462,0.9165257215499878,0.050184931606054306
178,209,0.07379627227783203,0.4501100182533264,0.47609367966651917
180,22,0.025209585204720497,0.9438812732696533,0.03090917132794857
180,26,0.02228749357163906,0.9369426965713501,0.04076981917023659
180,78,0.025209585204720497,0.9438812732696533,0.03090917132794857
180,125,0.020006339997053146,0.9223102331161499,0.05768337845802307
180,139,0.022644922137260437,0.9294313788414001,0.04792369529604912
180,154,0.019432883709669113,0.9305225610733032,0.050044503062963486
186,17,0.06481508165597916,0.9081150889396667,0.02706979028880596
186,22,0.3591632544994354,0.4241849184036255,0.2166517823934555
186,39,0.3591632544994354,0.4241849184036255,0.2166517823934555
186,50,0.03868845850229263,0.923364520072937,0.037947025150060654
186,59,0.07724203169345856,0.896031379699707,0.02672656439244747
186,67,0.3591632544994354,0.4241849184036255,0.2166517823934555
186,80,0.21585994958877563,0.7607496976852417,0.02339033968746662
186,106,0.3591632544994354,0.4241849184036255,0.2166517823934555
186,153,0.026839524507522583,0.9407078623771667,0.03245266154408455
186,154,0.027861109003424644,0.9400987029075623,0.03204014524817467
187,102,0.02842661924660206,0.930173397064209,0.0414000079035759
187,111,0.03368309512734413,0.9411678314208984,0.025149131193757057
187,114,0.06108766049146652,0.9145346283912659,0.024377692490816116
198,2,0.02982829511165619,0.9402744770050049,0.029897209256887436
198,34,0.08011603355407715,0.8855203986167908,0.034363556653261185
198,55,0.02670520730316639,0.940997302532196,0.0322975255548954
201,31,0.019925812259316444,0.9251050353050232,0.054969172924757004
201,37,0.02106473781168461,0.9399339556694031,0.03900132700800896
201,51,0.02106473781168461,0.9399339556694031,0.03900132700800896
201,68,0.02106473781168461,0.9399339556694031,0.03900132700800896
215,2,0.03645578399300575,0.9016230702400208,0.06192117556929588
215,12,0.036940429359674454,0.9078422784805298,0.05521724745631218
215,197,0.03466592729091644,0.9191241264343262,0.046209897845983505
215,209,0.7604592442512512,0.11040858924388885,0.12913216650485992
215,213,0.04891320690512657,0.8459432125091553,0.10514354705810547
215,282,0.059493131935596466,0.8960811495780945,0.04442569613456726
215,366,0.02261408418416977,0.9274514317512512,0.04993445798754692
218,7,0.03021339885890484,0.940265417098999,0.029521232470870018
218,13,0.043589625507593155,0.9227497577667236,0.03366067633032799
218,27,0.05537315830588341,0.18123863637447357,0.7633882761001587
218,28,0.026780081912875175,0.5442684888839722,0.4289513826370239
218,29,0.06881926208734512,0.20081965625286102,0.7303610444068909
218,46,0.16208946704864502,0.8157145977020264,0.022196002304553986
218,87,0.11477255076169968,0.8011465072631836,0.08408099412918091
218,95,0.12235495448112488,0.7766517996788025,0.10099327564239502
218,100,0.05281463637948036,0.9246726632118225,0.022512763738632202
218,123,0.08140461146831512,0.8715202212333679,0.047075189650058746
218,137,0.06927132606506348,0.9136648178100586,0.017063863575458527
218,141,0.08580536395311356,0.8704177141189575,0.043776899576187134
218,142,0.11913847178220749,0.8299117088317871,0.05094977840781212
218,149,0.05709204077720642,0.8842061758041382,0.058701835572719574
218,152,0.04582253098487854,0.9275206327438354,0.02665683440864086
218,158,0.21899564564228058,0.7453691363334656,0.03563520312309265
218,182,0.0911746695637703,0.8707053661346436,0.03811992332339287
222,63,0.08717742562294006,0.8740733861923218,0.03874920308589935
222,68,0.06378106027841568,0.9084019660949707,0.02781698852777481
222,99,0.04348926991224289,0.8788890838623047,0.07762166112661362
223,23,0.038781773298978806,0.9184640645980835,0.042754121124744415
223,73,0.054078880697488785,0.9123883247375488,0.03353273496031761
223,92,0.039787132292985916,0.9225066900253296,0.03770618885755539
224,11,0.030752917751669884,0.9284407496452332,0.04080628603696823
224,21,0.06429845839738846,0.9062759280204773,0.029425613582134247
224,29,0.024043792858719826,0.6657562255859375,0.31019994616508484
224,37,0.056047238409519196,0.9116367697715759,0.03231598809361458
226,12,0.06549413502216339,0.9125765562057495,0.02192929945886135
226,113,0.03759466111660004,0.9176974296569824,0.04470786824822426
226,136,0.03608930483460426,0.9281101226806641,0.035800643265247345
227,23,0.020611299201846123,0.9326446652412415,0.046744003891944885
227,29,0.06948734819889069,0.7749660611152649,0.1555466204881668
227,35,0.05855749547481537,0.913577675819397,0.02786480262875557
227,57,0.020611299201846123,0.9326446652412415,0.046744003891944885
227,82,0.021998906508088112,0.9362776875495911,0.04172346368432045
227,145,0.025107569992542267,0.6633846759796143,0.3115077316761017
229,48,0.03366890177130699,0.9266002774238586,0.03973081335425377
229,68,0.023189103230834007,0.9332478046417236,0.043563101440668106
229,86,0.022985216230154037,0.9216324090957642,0.05538241192698479
229,93,0.020611299201846123,0.9326446652412415,0.046744003891944885
229,106,0.04764954373240471,0.8787983059883118,0.07355210185050964
229,116,0.028051823377609253,0.9175721406936646,0.054376017302274704
229,119,0.04488235339522362,0.9203396439552307,0.03477802872657776
229,166,0.08967239409685135,0.7209155559539795,0.18941205739974976
229,179,0.020611299201846123,0.9326446652412415,0.046744003891944885
229,199,0.020380467176437378,0.9206833839416504,0.058936066925525665
232,47,0.019850408658385277,0.9178232550621033,0.06232630833983421
232,58,0.02050676755607128,0.9150876998901367,0.06440556794404984
232,226,0.06755004823207855,0.9161141514778137,0.016335781663656235
248,143,0.0723363384604454,0.890196681022644,0.037467025220394135
248,145,0.06673157960176468,0.9110344052314758,0.022234076634049416
248,197,0.036199770867824554,0.9444486498832703,0.01935160532593727
248,230,0.050113070756196976,0.9100093245506287,0.03987761214375496
251,14,0.10402737557888031,0.8700705766677856,0.02590198814868927
251,16,0.10593091696500778,0.84095698595047,0.05311215668916702
251,40,0.052988748997449875,0.897110641002655,0.04990061745047569
251,59,0.3591632544994354,0.4241849184036255,0.2166517823934555
256,17,0.1332513391971588,0.8326729536056519,0.03407568484544754
256,18,0.10968711227178574,0.8347619771957397,0.05555092170834541
256,35,0.02675360068678856,0.9379267692565918,0.03531963750720024
256,114,0.031097205355763435,0.9415255188941956,0.027377333492040634
257,8,0.20879660546779633,0.7776447534561157,0.013558692298829556
257,23,0.022253096103668213,0.9040050506591797,0.07374192029237747
257,65,0.020380467176437378,0.9206833839416504,0.058936066925525665
257,73,0.029057780280709267,0.8788323998451233,0.09210984408855438
261,58,0.020380467176437378,0.9206833839416504,0.058936066925525665
261,68,0.020611299201846123,0.9326446652412415,0.046744003891944885
261,85,0.026105057448148727,0.9303706884384155,0.04352431744337082
261,103,0.020611299201846123,0.9326446652412415,0.046744003891944885
261,125,0.09735534340143204,0.8502188920974731,0.052425816655159
261,156,0.020588930696249008,0.9333342909812927,0.04607674479484558
261,196,0.021704426035284996,0.9365404844284058,0.041755057871341705
261,198,0.02224157005548477,0.9427400827407837,0.03501829132437706
262,25,0.06320018321275711,0.9086701273918152,0.028129683807492256
262,34,0.07680203765630722,0.8980005383491516,0.025197478011250496
262,42,0.0784187912940979,0.9069960713386536,0.014585129916667938
262,85,0.05273500829935074,0.92975914478302,0.017505820840597153
262,97,0.06274286657571793,0.9150586724281311,0.022198453545570374
262,103,0.04049032926559448,0.9311285614967346,0.028381051495671272
267,0,0.06524073332548141,0.8179925084114075,0.1167667806148529
267,60,0.022238457575440407,0.9157434105873108,0.06201816722750664
267,147,0.05301320552825928,0.9164579510688782,0.030528848990797997
268,9,0.08830166608095169,0.8315907120704651,0.08010765165090561
268,13,0.08502736687660217,0.8439813256263733,0.07099131494760513
268,15,0.07386408746242523,0.892266035079956,0.03386986628174782
268,128,0.030487243086099625,0.9332820773124695,0.036230698227882385
271,29,0.207217738032341,0.7462990880012512,0.046483203768730164
271,35,0.020611299201846123,0.9326446652412415,0.046744003891944885
271,50,0.020611299201846123,0.9326446652412415,0.046744003891944885
271,54,0.038337063044309616,0.9323911070823669,0.02927185595035553
271,77,0.020380467176437378,0.9206833839416504,0.058936066925525665
271,101,0.019985267892479897,0.930359959602356,0.04965481534600258
271,111,0.022248562425374985,0.9354640245437622,0.042287468910217285
271,126,0.020611299201846123,0.9326446652412415,0.046744003891944885
271,188,0.0911746695637703,0.8707053661346436,0.03811992332339287
271,256,0.02917037159204483,0.9440999031066895,0.026729755103588104
277,66,0.02555163763463497,0.945334792137146,0.029113585129380226
277,85,0.020611299201846123,0.9326446652412415,0.046744003891944885
277,121,0.02123350091278553,0.9331134557723999,0.04565304517745972
277,164,0.02123350091278553,0.9331134557723999,0.04565304517745972
278,18,0.08045852929353714,0.8797192573547363,0.03982216492295265
278,116,0.15467886626720428,0.8305602073669434,0.014760909602046013
278,169,0.031857430934906006,0.9395438432693481,0.028598692268133163
280,21,0.023450752720236778,0.9393308758735657,0.03721841052174568
280,49,0.04273565113544464,0.919719398021698,0.037544917315244675
280,144,0.022888051345944405,0.9427397847175598,0.03437219187617302
280,166,0.03239462897181511,0.938127338886261,0.029478074982762337
280,182,0.026097718626260757,0.8958050012588501,0.07809735089540482
280,185,0.04032675176858902,0.9253890514373779,0.03428427502512932
280,212,0.02123350091278553,0.9331134557723999,0.04565304517745972
280,219,0.019988592714071274,0.9236030578613281,0.05640833079814911
280,235,0.024494718760252,0.9479653835296631,0.0275399349629879
280,240,0.020875565707683563,0.9319470524787903,0.04717736318707466
280,289,0.0222620852291584,0.9156482815742493,0.06208968535065651
280,306,0.02123350091278553,0.9331134557723999,0.04565304517745972
280,317,0.02123350091278553,0.9331134557723999,0.04565304517745972
280,319,0.08226437866687775,0.8456534147262573,0.07208218425512314
280,351,0.026512131094932556,0.9355537295341492,0.03793409839272499
280,362,0.023713501170277596,0.935035228729248,0.04125122353434563
280,368,0.022990748286247253,0.9346346855163574,0.04237451031804085
280,379,0.021704426035284996,0.9365404844284058,0.041755057871341705
280,416,0.03822413831949234,0.9188437461853027,0.04293208569288254
281,6,0.029575172811746597,0.9415820240974426,0.028842825442552567
281,23,0.030272694304585457,0.9272905588150024,0.042436741292476654
281,47,0.02123350091278553,0.9331134557723999,0.04565304517745972
281,70,0.022888051345944405,0.9427397847175598,0.03437219187617302
281,127,0.028437554836273193,0.8970157504081726,0.07454667240381241
281,149,0.03239462897181511,0.938127338886261,0.029478074982762337
281,178,0.06475140154361725,0.9125276207923889,0.022720985114574432
281,187,0.02917037159204483,0.9440999031066895,0.026729755103588104
281,208,0.04041130095720291,0.9200677275657654,0.03952096030116081
289,1,0.06340567767620087,0.9060165882110596,0.030577782541513443
289,40,0.3591632544994354,0.4241849184036255,0.2166517823934555
289,89,0.022088846191763878,0.9110519886016846,0.0668591782450676
289,150,0.02590569481253624,0.9406551122665405,0.03343914821743965
289,167,0.03560241684317589,0.6953529119491577,0.2690446972846985
291,5,0.14179305732250214,0.7567312717437744,0.10147572308778763
291,36,0.3591632544994354,0.4241849184036255,0.2166517823934555
291,39,0.03868556395173073,0.8820697069168091,0.07924479991197586
291,47,0.021563585847616196,0.9427416920661926,0.03569468855857849
291,57,0.07270017266273499,0.8812255263328552,0.0460742823779583
291,84,0.0911746695637703,0.8707053661346436,0.03811992332339287
291,154,0.036548539996147156,0.9413023591041565,0.0221491027623415
291,161,0.04837638512253761,0.8848258256912231,0.06679780036211014
296,25,0.023748502135276794,0.9162917733192444,0.05995972082018852
296,27,0.1167939081788063,0.8578322529792786,0.02537386305630207
296,101,0.03787638992071152,0.9363641142845154,0.025759493932127953
296,105,0.04099598899483681,0.9041421413421631,0.054861847311258316
298,37,0.027126647531986237,0.9342401623725891,0.03863316774368286
298,69,0.06694845855236053,0.885826826095581,0.04722471907734871
298,76,0.06578661501407623,0.919725775718689,0.014487632550299168
300,39,0.02123350091278553,0.9331134557723999,0.04565304517745972
300,47,0.024553554132580757,0.9490047693252563,0.02644164301455021
300,52,0.019771462306380272,0.925926923751831,0.054301608353853226
300,69,0.02123350091278553,0.9331134557723999,0.04565304517745972
300,70,0.03852444142103195,0.9329701662063599,0.02850538119673729
300,83,0.13856540620326996,0.3650510907173157,0.49638354778289795
